,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Bowler
2381,10.0,1.0,40.0,4.0,4.0,10.0,15.0,v Bangladesh,Paarl,Andile Phehlukwayo
2382,4.0,1.0,13.0,1.0,3.25,13.0,24.0,v Bangladesh,East London,Andile Phehlukwayo
2383,8.0,0.0,42.0,2.0,5.25,21.0,24.0,v India,Durban,Andile Phehlukwayo
2384,6.0,0.0,42.0,1.0,7.0,42.0,36.0,v India,Cape Town,Andile Phehlukwayo
2385,6.0,0.0,38.0,0.0,6.33,0.0,0.0,v India,Johannesburg,Andile Phehlukwayo
2386,8.0,0.0,34.0,0.0,4.25,0.0,0.0,v India,Port Elizabeth,Andile Phehlukwayo
2387,4.0,0.0,27.0,0.0,6.75,0.0,0.0,v India,Centurion,Andile Phehlukwayo
2388,3.0,0.0,30.0,0.0,10.0,0.0,0.0,v Sri Lanka,Dambulla,Andile Phehlukwayo
2389,9.0,0.0,45.0,3.0,5.0,15.0,18.0,v Sri Lanka,Dambulla,Andile Phehlukwayo
2390,9.0,0.0,74.0,3.0,8.22,24.66,18.0,v Sri Lanka,Pallekele,Andile Phehlukwayo
2391,6.0,0.0,45.0,1.0,7.5,45.0,36.0,v Sri Lanka,Pallekele,Andile Phehlukwayo
2392,8.0,0.0,60.0,2.0,7.5,30.0,24.0,v Sri Lanka,Colombo (RPS),Andile Phehlukwayo
2393,7.0,2.0,22.0,2.0,3.14,11.0,21.0,v Zimbabwe,Kimberley,Andile Phehlukwayo
2394,5.0,1.0,7.0,1.0,1.4,7.0,30.0,v Zimbabwe,Bloemfontein,Andile Phehlukwayo
2395,6.0,0.0,34.0,2.0,5.66,17.0,18.0,v Zimbabwe,Paarl,Andile Phehlukwayo
2396,6.0,0.0,33.0,3.0,5.5,11.0,12.0,v Australia,Perth,Andile Phehlukwayo
2397,7.0,0.0,43.0,1.0,6.14,43.0,42.0,v Pakistan,Port Elizabeth,Andile Phehlukwayo
2398,9.5,2.0,22.0,4.0,2.23,5.5,14.7,v Pakistan,Durban,Andile Phehlukwayo
2399,10.0,0.0,71.0,0.0,7.1,0.0,0.0,v Pakistan,Centurion,Andile Phehlukwayo
2400,2.3,0.0,17.0,1.0,6.8,17.0,15.0,v Pakistan,Johannesburg,Andile Phehlukwayo
2401,9.0,0.0,42.0,2.0,4.66,21.0,27.0,v Pakistan,Cape Town,Andile Phehlukwayo
2402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Centurion,Andile Phehlukwayo
2403,2.0,0.0,19.0,0.0,9.5,0.0,0.0,v Sri Lanka,Durban,Andile Phehlukwayo
2404,5.2,0.0,21.0,2.0,3.93,10.5,16.0,v Sri Lanka,Port Elizabeth,Andile Phehlukwayo
2405,8.0,0.0,40.0,1.0,5.0,40.0,48.0,v Sri Lanka,Cape Town,Andile Phehlukwayo
2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),JP Duminy
2407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),JP Duminy
2408,7.0,0.0,28.0,1.0,4.0,28.0,42.0,v Sri Lanka,Dambulla,JP Duminy
2409,5.0,0.0,24.0,0.0,4.8,0.0,0.0,v Sri Lanka,Dambulla,JP Duminy
2410,2.0,0.0,10.0,0.0,5.0,0.0,0.0,v Sri Lanka,Colombo (SSC),JP Duminy
2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bloemfontein,JP Duminy
2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,East London,JP Duminy
2413,6.0,1.0,35.0,0.0,5.83,0.0,0.0,v Zimbabwe,Potchefstroom,JP Duminy
2414,2.0,0.0,8.0,1.0,4.0,8.0,12.0,v Ireland,Belfast,JP Duminy
2415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Belfast,JP Duminy
2416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Belfast,JP Duminy
2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Belfast,JP Duminy
2418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,JP Duminy
2419,2.0,0.0,19.0,0.0,9.5,0.0,0.0,v Zimbabwe,Harare,JP Duminy
2420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,JP Duminy
2421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Multan,JP Duminy
2422,1.0,0.0,6.0,1.0,6.0,6.0,6.0,v Pakistan,Lahore,JP Duminy
2423,2.0,0.0,16.0,0.0,8.0,0.0,0.0,v New Zealand,Durban,JP Duminy
2424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Port Elizabeth,JP Duminy
2425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Cape Town,JP Duminy
2426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Centurion,JP Duminy
2427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Cape Town,JP Duminy
2428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Port Elizabeth,JP Duminy
2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Durban,JP Duminy
2430,6.0,0.0,30.0,0.0,5.0,0.0,0.0,v West Indies,Johannesburg,JP Duminy
2431,1.0,0.0,13.0,0.0,13.0,0.0,0.0,v Bangladesh,Chattogram,JP Duminy
2432,3.0,0.0,11.0,0.0,3.66,0.0,0.0,v Bangladesh,Dhaka,JP Duminy
2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,JP Duminy
2434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Leeds,JP Duminy
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,JP Duminy
2436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,JP Duminy
2437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Lord's,JP Duminy
2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,JP Duminy
2439,8.1,0.0,31.0,3.0,3.79,10.33,16.3,v Kenya,Bloemfontein,JP Duminy
2440,6.0,1.0,22.0,0.0,3.66,0.0,0.0,v Kenya,Kimberley,JP Duminy
2441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Potchefstroom,JP Duminy
2442,3.0,0.0,8.0,0.0,2.66,0.0,0.0,v Bangladesh,Benoni,JP Duminy
2443,1.0,0.0,6.0,0.0,6.0,0.0,0.0,v Australia,Melbourne,JP Duminy
2444,6.0,0.0,23.0,1.0,3.83,23.0,36.0,v Australia,Hobart,JP Duminy
2445,10.0,0.0,52.0,1.0,5.2,52.0,60.0,v Australia,Sydney,JP Duminy
2446,3.0,0.0,15.0,0.0,5.0,0.0,0.0,v Australia,Adelaide,JP Duminy
2447,4.0,0.0,21.0,1.0,5.25,21.0,24.0,v Australia,Perth,JP Duminy
2448,4.0,0.0,22.0,0.0,5.5,0.0,0.0,v Australia,Durban,JP Duminy
2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Centurion,JP Duminy
2450,2.0,0.0,6.0,1.0,3.0,6.0,12.0,v Australia,Cape Town,JP Duminy
2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Port Elizabeth,JP Duminy
2452,10.0,0.0,48.0,3.0,4.8,16.0,20.0,v Australia,Johannesburg,JP Duminy
2453,1.0,0.0,11.0,1.0,11.0,11.0,6.0,v Sri Lanka,Centurion,JP Duminy
2454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Centurion,JP Duminy
2455,3.0,0.0,17.0,0.0,5.66,0.0,0.0,v England,Centurion,JP Duminy
2456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Centurion,JP Duminy
2457,4.0,0.0,17.0,0.0,4.25,0.0,0.0,v England,Centurion,JP Duminy
2458,6.0,0.0,25.0,2.0,4.16,12.5,18.0,v England,Cape Town,JP Duminy
2459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Port Elizabeth,JP Duminy
2460,5.0,0.0,38.0,0.0,7.6,0.0,0.0,v India,Gwalior,JP Duminy
2461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,North Sound,JP Duminy
2462,1.0,0.0,9.0,0.0,9.0,0.0,0.0,v West Indies,Roseau,JP Duminy
2463,2.0,0.0,10.0,0.0,5.0,0.0,0.0,v West Indies,Port of Spain,JP Duminy
2464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bloemfontein,JP Duminy
2465,4.0,0.0,22.0,1.0,5.5,22.0,24.0,v Zimbabwe,Potchefstroom,JP Duminy
2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Benoni,JP Duminy
2467,5.0,0.0,31.0,0.0,6.2,0.0,0.0,v Pakistan,Abu Dhabi,JP Duminy
2468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,JP Duminy
2469,5.0,0.0,17.0,0.0,3.4,0.0,0.0,v Pakistan,Dubai (DSC),JP Duminy
2470,2.0,0.0,9.0,0.0,4.5,0.0,0.0,v Pakistan,Dubai (DSC),JP Duminy
2471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),JP Duminy
2472,2.0,0.0,7.0,0.0,3.5,0.0,0.0,v India,Durban,JP Duminy
2473,3.0,0.0,19.0,0.0,6.33,0.0,0.0,v India,Johannesburg,JP Duminy
2474,2.0,0.0,9.0,1.0,4.5,9.0,12.0,v India,Cape Town,JP Duminy
2475,1.0,0.0,9.0,0.0,9.0,0.0,0.0,v India,Port Elizabeth,JP Duminy
2476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Centurion,JP Duminy
2477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Delhi,JP Duminy
2478,6.0,0.0,16.0,1.0,2.66,16.0,36.0,v Netherlands,Mohali,JP Duminy
2479,4.0,0.0,20.0,0.0,5.0,0.0,0.0,v England,Chennai,JP Duminy
2480,3.0,0.0,29.0,0.0,9.66,0.0,0.0,v India,Nagpur,JP Duminy
2481,2.0,0.0,11.0,1.0,5.5,11.0,12.0,v Ireland,Kolkata,JP Duminy
2482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,JP Duminy
2483,2.0,0.0,9.0,0.0,4.5,0.0,0.0,v New Zealand,Dhaka,JP Duminy
2484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Centurion,JP Duminy
2485,5.0,0.0,19.0,0.0,3.8,0.0,0.0,v Australia,Port Elizabeth,JP Duminy
2486,7.0,1.0,29.0,2.0,4.14,14.5,21.0,v Australia,Durban,JP Duminy
2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Paarl,JP Duminy
2488,6.0,0.0,26.0,0.0,4.33,0.0,0.0,v Sri Lanka,East London,JP Duminy
2489,5.0,0.0,26.0,1.0,5.2,26.0,30.0,v Sri Lanka,Bloemfontein,JP Duminy
2490,4.4,0.0,37.0,0.0,7.92,0.0,0.0,v Sri Lanka,Kimberley,JP Duminy
2491,6.5,0.0,44.0,2.0,6.43,22.0,20.5,v Sri Lanka,Johannesburg,JP Duminy
2492,5.0,0.0,22.0,0.0,4.4,0.0,0.0,v New Zealand,Wellington,JP Duminy
2493,1.0,0.0,2.0,0.0,2.0,0.0,0.0,v New Zealand,Napier,JP Duminy
2494,1.0,0.0,11.0,0.0,11.0,0.0,0.0,v New Zealand,Auckland,JP Duminy
2495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,JP Duminy
2496,3.0,0.0,16.0,1.0,5.33,16.0,18.0,v England,Southampton,JP Duminy
2497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,JP Duminy
2498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Lord's,JP Duminy
2499,4.0,0.0,11.0,1.0,2.75,11.0,24.0,v England,Nottingham,JP Duminy
2500,5.0,0.0,22.0,1.0,4.4,22.0,30.0,v Netherlands,Amstelveen,JP Duminy
2501,10.0,0.0,42.0,1.0,4.2,42.0,60.0,v India,Cardiff,JP Duminy
2502,7.0,0.0,26.0,1.0,3.71,26.0,42.0,v Pakistan,Birmingham,JP Duminy
2503,3.0,0.0,29.0,0.0,9.66,0.0,0.0,v West Indies,Cardiff,JP Duminy
2504,5.0,0.0,27.0,1.0,5.4,27.0,30.0,v England,The Oval,JP Duminy
2505,7.0,0.0,51.0,0.0,7.28,0.0,0.0,v Sri Lanka,Colombo (RPS),JP Duminy
2506,3.0,0.0,9.0,1.0,3.0,9.0,18.0,v Sri Lanka,Colombo (RPS),JP Duminy
2507,9.2,1.0,23.0,1.0,2.46,23.0,56.0,v Sri Lanka,Pallekele,JP Duminy
2508,10.0,1.0,34.0,0.0,3.4,0.0,0.0,v Sri Lanka,Pallekele,JP Duminy
2509,7.0,0.0,46.0,0.0,6.57,0.0,0.0,v Sri Lanka,Colombo (RPS),JP Duminy
2510,1.0,0.0,7.0,0.0,7.0,0.0,0.0,v Pakistan,Sharjah,JP Duminy
2511,4.0,0.0,17.0,0.0,4.25,0.0,0.0,v Pakistan,Dubai (DSC),JP Duminy
2512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,JP Duminy
2513,2.0,0.0,9.0,0.0,4.5,0.0,0.0,v Pakistan,Abu Dhabi,JP Duminy
2514,4.0,1.0,14.0,2.0,3.5,7.0,12.0,v Pakistan,Sharjah,JP Duminy
2515,5.0,0.0,23.0,0.0,4.6,0.0,0.0,v Pakistan,Cape Town,JP Duminy
2516,2.0,0.0,22.0,0.0,11.0,0.0,0.0,v Pakistan,Port Elizabeth,JP Duminy
2517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Centurion,JP Duminy
2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Johannesburg,JP Duminy
2519,5.0,0.0,20.0,0.0,4.0,0.0,0.0,v India,Durban,JP Duminy
2520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Centurion,JP Duminy
2521,5.0,0.0,24.0,0.0,4.8,0.0,0.0,v Sri Lanka,Colombo (RPS),JP Duminy
2522,9.4,0.0,50.0,1.0,5.17,50.0,58.0,v Sri Lanka,Pallekele,JP Duminy
2523,8.3,0.0,43.0,2.0,5.05,21.5,25.5,v Sri Lanka,Hambantota,JP Duminy
2524,6.0,0.0,33.0,1.0,5.5,33.0,36.0,v Zimbabwe,Bulawayo,JP Duminy
2525,7.0,0.0,58.0,1.0,8.28,58.0,42.0,v Zimbabwe,Bulawayo,JP Duminy
2526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,JP Duminy
2527,4.0,0.0,23.0,0.0,5.75,0.0,0.0,v Australia,Harare,JP Duminy
2528,1.0,0.0,7.0,0.0,7.0,0.0,0.0,v Zimbabwe,Harare,JP Duminy
2529,4.0,0.0,24.0,0.0,6.0,0.0,0.0,v Australia,Harare,JP Duminy
2530,8.2,0.0,35.0,3.0,4.2,11.66,16.6,v Zimbabwe,Harare,JP Duminy
2531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Harare,JP Duminy
2532,5.0,0.0,22.0,1.0,4.4,22.0,30.0,v New Zealand,Mount Maunganui,JP Duminy
2533,7.0,0.0,41.0,1.0,5.85,41.0,42.0,v New Zealand,Mount Maunganui,JP Duminy
2534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,JP Duminy
2535,6.0,0.0,25.0,0.0,4.16,0.0,0.0,v West Indies,Durban,JP Duminy
2536,4.0,0.0,39.0,0.0,9.75,0.0,0.0,v West Indies,Johannesburg,JP Duminy
2537,3.0,0.0,11.0,0.0,3.66,0.0,0.0,v West Indies,East London,JP Duminy
2538,6.0,0.0,29.0,2.0,4.83,14.5,18.0,v West Indies,Port Elizabeth,JP Duminy
2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Centurion,JP Duminy
2540,8.0,0.0,45.0,1.0,5.62,45.0,48.0,v Zimbabwe,Hamilton,JP Duminy
2541,7.0,0.0,39.0,0.0,5.57,0.0,0.0,v India,Melbourne,JP Duminy
2542,3.0,0.0,34.0,0.0,11.33,0.0,0.0,v Pakistan,Auckland,JP Duminy
2543,3.0,1.0,12.0,1.0,4.0,12.0,18.0,v U.A.E.,Wellington,JP Duminy
2544,9.0,1.0,29.0,3.0,3.22,9.66,18.0,v Sri Lanka,Sydney,JP Duminy
2545,5.0,0.0,43.0,1.0,8.6,43.0,30.0,v New Zealand,Auckland,JP Duminy
2546,8.0,0.0,28.0,1.0,3.5,28.0,48.0,v Bangladesh,Dhaka,JP Duminy
2547,2.0,0.0,20.0,0.0,10.0,0.0,0.0,v Bangladesh,Dhaka,JP Duminy
2548,4.0,0.0,24.0,0.0,6.0,0.0,0.0,v Bangladesh,Chattogram,JP Duminy
2549,4.0,0.0,36.0,0.0,9.0,0.0,0.0,v India,Kanpur,JP Duminy
2550,9.0,0.0,59.0,0.0,6.55,0.0,0.0,v India,Indore,JP Duminy
2551,8.0,0.0,46.0,1.0,5.75,46.0,48.0,v India,Rajkot,JP Duminy
2552,5.0,0.0,48.0,0.0,9.6,0.0,0.0,v England,Bloemfontein,JP Duminy
2553,4.0,0.0,27.0,0.0,6.75,0.0,0.0,v England,Port Elizabeth,JP Duminy
2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Centurion,JP Duminy
2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Johannesburg,JP Duminy
2556,1.1,0.0,12.0,1.0,10.28,12.0,7.0,v West Indies,Providence,JP Duminy
2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Providence,JP Duminy
2558,7.0,0.0,39.0,0.0,5.57,0.0,0.0,v Australia,Basseterre,JP Duminy
2559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Basseterre,JP Duminy
2560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Bridgetown,JP Duminy
2561,1.0,0.0,15.0,0.0,15.0,0.0,0.0,v West Indies,Bridgetown,JP Duminy
2562,4.5,0.0,16.0,4.0,3.31,4.0,7.2,v Ireland,Benoni,JP Duminy
2563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Centurion,JP Duminy
2564,3.0,0.0,17.0,1.0,5.66,17.0,18.0,v Australia,Johannesburg,JP Duminy
2565,6.0,0.0,32.0,0.0,5.33,0.0,0.0,v Australia,Durban,JP Duminy
2566,2.0,0.0,13.0,0.0,6.5,0.0,0.0,v Australia,Port Elizabeth,JP Duminy
2567,1.0,0.0,8.0,0.0,8.0,0.0,0.0,v Australia,Cape Town,JP Duminy
2568,2.0,0.0,7.0,0.0,3.5,0.0,0.0,v Sri Lanka,Port Elizabeth,JP Duminy
2569,5.0,0.0,30.0,2.0,6.0,15.0,15.0,v Sri Lanka,Durban,JP Duminy
2570,3.0,0.0,17.0,0.0,5.66,0.0,0.0,v Sri Lanka,Johannesburg,JP Duminy
2571,1.0,0.0,12.0,0.0,12.0,0.0,0.0,v Sri Lanka,Cape Town,JP Duminy
2572,5.0,0.0,28.0,0.0,5.6,0.0,0.0,v Sri Lanka,Centurion,JP Duminy
2573,1.0,0.0,4.0,0.0,4.0,0.0,0.0,v New Zealand,Hamilton,JP Duminy
2574,3.0,0.0,17.0,0.0,5.66,0.0,0.0,v New Zealand,Christchurch,JP Duminy
2575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Wellington,JP Duminy
2576,3.0,0.0,26.0,0.0,8.66,0.0,0.0,v New Zealand,Hamilton,JP Duminy
2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Auckland,JP Duminy
2578,6.0,0.0,34.0,0.0,5.66,0.0,0.0,v England,Leeds,JP Duminy
2579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,Lord's,JP Duminy
2580,2.0,0.0,7.0,0.0,3.5,0.0,0.0,v Sri Lanka,The Oval,JP Duminy
2581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Birmingham,JP Duminy
2582,3.0,0.0,17.0,0.0,5.66,0.0,0.0,v India,The Oval,JP Duminy
2583,1.0,0.0,8.0,0.0,8.0,0.0,0.0,v Bangladesh,Kimberley,JP Duminy
2584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Paarl,JP Duminy
2585,2.0,0.0,16.0,0.0,8.0,0.0,0.0,v India,Durban,JP Duminy
2586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Centurion,JP Duminy
2587,10.0,0.0,60.0,2.0,6.0,30.0,30.0,v India,Cape Town,JP Duminy
2588,4.0,0.0,20.0,0.0,5.0,0.0,0.0,v India,Johannesburg,JP Duminy
2589,4.0,0.0,29.0,0.0,7.25,0.0,0.0,v India,Port Elizabeth,JP Duminy
2590,4.0,0.0,22.0,0.0,5.5,0.0,0.0,v Sri Lanka,Dambulla,JP Duminy
2591,7.0,0.0,30.0,0.0,4.28,0.0,0.0,v Sri Lanka,Dambulla,JP Duminy
2592,4.0,0.0,24.0,0.0,6.0,0.0,0.0,v Sri Lanka,Pallekele,JP Duminy
2593,6.0,0.0,35.0,2.0,5.83,17.5,18.0,v Sri Lanka,Pallekele,JP Duminy
2594,5.0,0.0,29.0,0.0,5.8,0.0,0.0,v Sri Lanka,Colombo (RPS),JP Duminy
2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Kimberley,JP Duminy
2596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bloemfontein,JP Duminy
2597,4.0,1.0,14.0,0.0,3.5,0.0,0.0,v Zimbabwe,Paarl,JP Duminy
2598,4.0,0.0,21.0,1.0,5.25,21.0,24.0,v Sri Lanka,Port Elizabeth,JP Duminy
2599,3.0,0.0,16.0,0.0,5.33,0.0,0.0,v Sri Lanka,Cape Town,JP Duminy
2600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,North Sound,David Miller
2601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,North Sound,David Miller
2602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Roseau,David Miller
2603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Roseau,David Miller
2604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bloemfontein,David Miller
2605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Potchefstroom,David Miller
2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Benoni,David Miller
2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,David Miller
2608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,David Miller
2609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),David Miller
2610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),David Miller
2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Durban,David Miller
2612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Johannesburg,David Miller
2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Centurion,David Miller
2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Port Elizabeth,David Miller
2615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Durban,David Miller
2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Kimberley,David Miller
2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Potchefstroom,David Miller
2618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Durban,David Miller
2619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Benoni,David Miller
2620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Cardiff,David Miller
2621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Birmingham,David Miller
2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v West Indies,Cardiff,David Miller
2623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v England,The Oval,David Miller
2624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),David Miller
2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),David Miller
2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pallekele,David Miller
2627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pallekele,David Miller
2628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),David Miller
2629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,David Miller
2630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),David Miller
2631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,David Miller
2632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,David Miller
2633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Sharjah,David Miller
2634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Cape Town,David Miller
2635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Port Elizabeth,David Miller
2636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Pakistan,Centurion,David Miller
2637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Johannesburg,David Miller
2638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Durban,David Miller
2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v India,Centurion,David Miller
2640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),David Miller
2641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Pallekele,David Miller
2642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Hambantota,David Miller
2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,David Miller
2644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,David Miller
2645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,David Miller
2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Harare,David Miller
2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,David Miller
2648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Harare,David Miller
2649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,David Miller
2650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Harare,David Miller
2651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Mount Maunganui,David Miller
2652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v New Zealand,Hamilton,David Miller
2653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Perth,David Miller
2654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Perth,David Miller
2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v Australia,Canberra,David Miller
